RowID,ObjectID,Object_Number,Sort_Number,Dept,Maker,Alpha_Sort,Title,Date,Begin_Date,End_Date,Medium,Dimensions,Credit_Line,Primary_Image_Filename,GeoRowID,GeoObjectID,Geography_Type,Continent,Subcontinent,Country
264,36758,1998-547,1998  547,African,"Ngombe, Poto, or Ngala artist",Ngombe,Stool,late 19th_20th century,1870,1999,Wood and brass,"h. 43.0 cm., w. 53.8 cm., d. 27.7 cm. (16 15/16 x 21 3/16 x 10 7/8 in.)","Bequest of John B. Elliott, Class of 1951",1998-547_2.jpg,268,36758,Place made,Africa,Central Africa,Democratic Republic of the Congo
265,36911,1998-558 a-b,1998  558 a    b,African,Kuba artist,Kuba,Box with lid,late 19th_20th century,1870,1999,"Carved wood, metal, twine, and vegetative material","h. 17.2 cm., diam. 16.0 cm. (6 3/4 x 6 5/16 in.)","Bequest of John B. Elliott, Class of 1951",1998-558A-B.jpg,269,36911,Place made,Africa,Central Africa,Democratic Republic of the Congo
266,36947,1998-563,1998  563,African,Woyo artist,Woyo,Pot lid,,0,0,Wood,"h. 7.8 cm., w. 20.7 cm., d. 21.7 cm. (3 1/16 x 8 1/8 x 8 9/16 in.)","Bequest of John B. Elliott, Class of 1951",1998-563.jpg,270,36947,Place made,,Central Africa,Democratic Republic of the Congo
267,36357,1998-593,1998  593,African,Zande or a closely related group,Zande,Shield,20th century,1900,1999,Wood and woven vegetable fiber,"h. 134.0 cm., w. 56.0 cm., d. 11.0 cm. (52 3/4 x 22 1/16 x 4 5/16 in.)","Bequest of John B. Elliott, Class of 1951",1998-593.jpg,271,36357,Place made,Africa,Central Africa,Democratic Republic of the Congo
268,36849,1998-695,1998  695,African,Akan artist,Akan,Hat with attached rifles and swords,20th century,1900,1999,"Leather, wood, metal, and pigment","h. 17.9 cm., w. 24.4 cm., d. 12.9 cm. (7 1/16 x 9 5/8 x 5 1/16 in.)","Bequest of John B. Elliott, Class of 1951",1998-695_2.jpg,272,36849,Place made,Africa,West Africa,Ghana
269,37002,1998-698,1998  698,African,Akan artist,Akan,Textile (kente),20th century,1900,1999,Cotton and rayon,"h. 320.3 cm., w. 204.6 cm. (126 1/8 x 80 9/16 in.)","Bequest of John B. Elliott, Class of 1951",1998-698.jpg,273,37002,Place made,Africa,West Africa,Ghana
270,37099,1998-728,1998  728,African,Bamileke artist,Bamileke,Plumed tunic,after 1950,1950,1988,"Machine-made textile, fibers, African Harrier hawk, Great Blue Turacot, and chicken feathers","h. 135.0 cm., w. 121.0 cm., d. 39.0 cm. (53 1/8 x 47 5/8 x 15 3/8 in.)","Bequest of John B. Elliott, Class of 1951",1998-728.jpg,274,37099,Place made,Africa,Central Africa,Cameroon
271,37122,1998-729,1998  729,African,Yoruba artist,Yoruba,Coronet (Orikofobo),20th century,1900,1999,Glass beads and cloth,"h. 19.0 cm., diam. 21.0 cm. (7 1/2 x 8 1/4 in.)","Bequest of John B. Elliott, Class of 1951",1998-729_1.jpg,275,37122,Place made,Africa,West Africa,Nigeria
272,36982,1998-740 a-b,1998  740 a    b,African,Tutsi artist,Tutsi,Coiled basket with conical lid,late 19th_early 20th century,1870,1929,"Raffia, woven grass and vegetable dye","h. 45.1 cm., diam. 19.8 cm. (17 3/4 x 7 13/16 in.)","Bequest of John B. Elliott, Class of 1951",1998-740A-B.jpg,276,36982,Place made,Africa,,Rwanda or Burundi
273,36802,1998-913,1998  913,African,Bamana artist,Bamana,Kore Society mask,late 19th_20th century,1870,1999,Wood,"h. 50.3 cm., w. 15.6 cm., d. 17.7 cm. (19 13/16 x 6 1/8 x 6 15/16 in.)","The John B. Elliott, Class of 1951, Collection",1998-913.jpg,277,36802,Place made,Africa,West Africa,Mali
274,36000,1999-68 a-d,1999   68 a    d,Asian,"Japanese; Edo period, 1600_1868",Japanese; Edo period,Incense container,18th century,1700,1799,Ryukyuan lacquerware with shell inlay and gilt,"h. 7.6 cm., w. 5.7 cm., d. 5.7 cm. (3 x 2 1/4 x 2 1/4 in.)","Gift of Lloyd E. Cotsen, Class of 1950",1999-68A-D.jpg,278,36000,Place made,Asia,,Japan
275,35195,1999-69,1999   69,Asian,"Chinese; Western Han dynasty, 206 B.C._A.D. 9",Chinese; Western Han,Tomb figure of a female attendant,,-206,9,Dark gray clay with pigments over white slip,"h. 39.4 cm., w. 16.8 cm., d. 13.8 cm. (15 1/2 x 6 5/8 x 5 7/16 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund, in honor of Allen Rosenbaum",1999-69_OBL.jpg,279,35195,Place made,Asia,,China
276,35147,1999-70,1999   70,ABI,Etruscan; Villanovan,Etruscan; Villanovan,Cinerary urn in the form of a house,8th century B.C.,-799,-700,Hammered bronze,"h. 29.5 cm. (11 5/8 in.)
roof: h. 49.2 cm., w. 37 cm. (19 3/8 x 14 9/16 in.) 
walls: h. 39.7 cm., w. 30.6 cm. (15 5/8 x 12 1/16 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",1999-70.jpg,280,35147,,,,
277,37985,1999-150,1999  150,P&D,"Ugo da Carpi, Italian, active 1502_1532; After Parmigianino (Francesco Mazzola), Parma 1503_1540 Casalmaggiore","Carpi, Ugo da; Parmigianino Mazzola Francesco",Diogenes,ca. 1524_27,1524,1527,Chiaroscuro woodcut,sheet trimmed to block: 48.8 x 36.2 cm. (19 3/16 x 14 1/4 in.),"Museum purchase, gift of the Friends of the Princeton University Art Museum in honor of Barbara T. Ross on her retirement",INV10240.jpg,281,37985,,,,
278,39108,1999-201,1999  201,Asian,"Japanese; Edo period, 1600_1868; Ike Taiga, 1723_1776",Japanese; Edo period; Ike Taiga,Scholars Conversing in the Mountains,1766,1766,1766,Hanging scroll; ink and light color on paper,"Painting: 52.0 x 100.4 cm. (20 1/2 x 39 1/2 in.)
Mount: 161 x 117.7 cm. (63 3/8 x 46 5/16 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund, in memory of Shujiro Shimada",1999-201.jpg,282,39108,Place made,Asia,,Japan
279,37279,1999-232,1999  232,AAA,Early Classic; Maya,Classic; Maya,Stela,A.D. 300_500,300,500,Limestone,"h. 83.8 cm., w. 37.7 cm., d. 9.4 cm. (33 x 14 13/16 x 3 11/16 in.)","Gift of John H. Hauberg, Class of 1939, in honor of Gillett G. Griffin",1999-232_FRN.jpg,283,37279,Place made,North America,Mesoamerica,"Belize, Guatemala, or Mexico"
280,39164,1999-245,1999  245,AAA,Early Formative; Tlatilco,Formative; Tlatilco,Double-faced female figure,1500_1200 B.C.,-1500,-1200,Ceramic with traces of pigment,"h. 9.5 cm., w. 4.8 cm., d. 2.1 cm. (3 3/4 x 1 7/8 x 13/16 in.)",Gift of Gillett G. Griffin,1999-245.jpg,284,39164,Place made,North America,Mesoamerica,Mexico
281,39434,2000-149,2000  149,ABI,"Greek, Attic; attributed to the Berlin Painter",Attic; Berlin Painter,Fragment from a Red-figure lekythos: woman standing at an altar,ca. 490_480 B.C.,-490,-480,Ceramic,"h. 19.6 cm., w. 9.2 cm., d. 0.4 cm. (7 11/16 x 3 5/8 x 3/16 in.)",Gift of Jasper Gaunt in memory of Jill Gannon,2000-149_SL.jpg,285,39434,,,,
282,38856,2000-308,2000  308,ABI,"Roman; Augustan, 27 B.C. -  14 A.D.",Roman; Augustan,Portrait of the Emperor Augustus,ca. 27_1 B.C.,-27,-1,Carrara marble,"h. 40.5 cm., w. 23.2 cm., d. 24.0 cm. (15 15/16 x 9 1/8 x 9 7/16 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",2000-308_FRN.jpg,286,38856,,,,
283,46033,2000-318,2000  318,AAA,Late Classic; Maya,Classic; Maya,Dignitary,A.D. 600_800,600,800,Ceramic with yellow and Maya blue pigment,"h. 26.7 cm., w. 15.5 cm., d. 7.5 cm. (10 1/2 x 6 1/8 x 2 15/16 in.)","Gift of Gillett G. Griffin in honor of Allen Rosenbaum; with additional support from Lewis Ranieri in honor of Gillett G. Griffin on the occasion of his seventieth birthday, by exchange; Harry A. Brooks, Class of 1935, in honor of Allen Rosenbaum; and Samuel Merrin and Spencer Throckmorton",2000-318.jpg,287,46033,Place made,North America,Mesoamerica,Mexico
284,39668,2000-348,2000  348,Photo,"Albert Sands Southworth, American, 1811_1894; Josiah Johnson Hawes, American, 1808_1901","Southworth, Albert Sands; Hawes, Josiah Johnson",Untitled,1851_54,1851,1854,Whole-plate daguerreotype,"image: 19.9 x 14.8 cm. (7 13/16 x 5 13/16 in.)
plate: 21.7 x 16.6 cm. (8 9/16 x 6 9/16 in.)","Gift of the Advisory Council of the Princeton University Art Museum in honor of Peter C. Bunnell and museum purchase, Fowler McCormick, Class of 1921, Fund",2000-348.jpg,288,39668,,,,
285,38924,2000-356,2000  356,ABI,Roman,Roman,Cup with Bacchic motifs in high relief,early 1st century A.D.,0,29,Gilt silver,"h. 11.0 cm., w. (with one handle) 13.5 cm. (4 5/16 x 5 5/16 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",2000-356_A2.jpg,289,38924,,,,
286,39884,2001-37,2001   37,Photo,"Timothy H. O'Sullivan, American, 1840_1882","O'Sullivan, Timothy H","Black Canyon, Colorado River, Looking Below from Big Horn Camp",1871,1871,1871,Albumen print,"20.1 x 27.2 cm. (7 15/16 x 10 11/16 in.)
mount: 39.5 x 49.9 cm. (15 9/16 x 19 5/8 in.)","Museum purchase, gift of William J. Salman, Class of 1955",2001-37.jpg,290,39884,,,,
287,39738,2001-44,2001   44,Asian,"Chinese; Modern period, 1912_present; Old Labor Revolutionary Team of the Vehicle Repair Section, Changxindian District ????????????",Chinese; Modern; Old Labor Revolutionary Team of the Vehicle Section,In Revolution There is Justice ????,Jul-68,1968,1968,Gouache on paper,"Painting: 180.0 x 87.5 cm. (70 7/8 x 34 7/16 in.)
frame: 186.1 x 95.9 x 4.2 cm. (73 1/4 x 37 3/4 x 1 5/8 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",2001-44.jpg,291,39738,,,,
288,38572,2001-179,2001  179,P&D,"Joseph-Marie Vien, French, 1716_1809","Vien, Joseph-Marie",Love Fleeing Slavery,1789,1789,1789,Oil on paper laid down on canvas,"20.2 x 25.3 cm. (7 15/16 x 9 15/16 in.)
frame: 34.7 _ 38.8 _ 5.4 cm (13 11/16 _ 15 1/4 _ 2 1/8 in.)","Museum purchase, Felton Gibbons Fund and Fowler McCormick, Class of 1921, Fund, in honor of Duane Wilder, Class of 1951, with gratitude for his dedicated service as chairman of the Museum Advisory Council",2001-179.jpg,292,38572,,,,
289,40597,2001-182,2001  182,Asian,"Chinese; Ming dynasty, 1368_1644; Ding Yunpeng, 1547 - 1628",Chinese; Ming dynasty; Ding Yunpeng,Baimiao Lohans,1580,1580,1580,Handscroll; ink on paper,"Painting: 26 x 341.5 cm. (10 1/4 x 134 7/16 in.)
Colophon (right): 25.7 x 69.6 cm. (10 1/8 x 27 3/8 in.)
Colophon (left): 26 x 41 cm. (10 1/4 x 16 1/8 in.)
Mount: h. 27.5 cm. (10 13/16 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund, and gift of Lloyd E. Cotsen, Class of 1950, in honor of Wen C. Fong, Class of 1951 and Graduate School Class of 1958",2001-182-1.jpg,293,40597,Place made,Asia,,China
290,55280,2001-215.1-.2,2001  215     1   2,Asian,"Chinese; Tang dynasty, 618_907",Chinese; Tang dynasty,Pair of tomb guardians,mid_8th century,0,8,"Earthenware with silver, gold, and painted decoration","figure (.1 a): h. 60.7 cm., w. 30.5 cm., d. 17.2 cm. (23 7/8 x 12 x 6 3/4 in.)
base (.1 b): h. 7.4 cm., w. 29.2 cm., d. 22.8 cm. (2 15/16 x 11 1/2 x 9 in.)
figure (.2 a): h. 60.0 cm., w. approx. 31.0 cm., d. approx. 21.0 cm. (23 5/8 x 12 3/16 x 8 1/4 in.)
base (.2 b): h. 7.7 cm., w. 29.2 cm., d. approx. 18.5 cm. (3 1/16 x 11 1/2 x 7 5/16 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",2001-215-1-2.jpg,294,55280,Place made,Asia,,China
291,40520,2001-218,2001  218,ABI,"Greek, Attic; attributed to the Guglielmi Painter",Attic; Guglielmi Painter,Tyrrhenian amphora,ca. 560_550 B.C.,-560,-550,Ceramic,"h. 41.4 cm., diam. 24.3 cm. (16 5/16 x 9 9/16 in.)
diam. foot 12.5 cm. (4 7/8 in.)
diam. mouth 16.3 cm. (6 7/16 in.)","Museum purchase, Carl Otto von Kienbusch Jr., Memorial Collection Fund",2001-218_2.jpg,295,40520,,,,
292,40727,2001-272,2001  272,EPS,"foot by Pierre Reymond, French, ca. 1513_after 1584; bowl by Jean de Court, French, Limoges, active 1541_1564",Reymond Pierre; de Court Jean,Tazza:  The Judgement of Moses,1546,1546,1546,Painted enamel on copper,"h. 14.2 cm., diam. of bowl 24.9 cm. (5 9/16 x 9 13/16 in.)","Museum Purchase, Fowler McCormick, Class of 1921, Fund",2001-272.jpg,296,40727,,,,
293,40593,2001-299,2001  299,AAA,Late Postclassic; Aztec,Postclassic; Aztec,Seated figure,A.D. 1490_1520,1490,1520,Volcanic stone with shell inlaid eyes,"h. 41.0 cm., w. 24.0 cm., d. 22.2 cm. (16 1/8 x 9 7/16 x 8 3/4 in.)",Gift of Dr. Alvin E. Friedman Kien,2001-299_OBL.jpg,297,40593,Place made,North America,Mesoamerica,Mexico
294,40958,2002-97,2002   97,P&D,"Jusepe de Ribera, Spanish, 1591_1652","Ribera, Jusepe de",Studies of Male Head in Profile,ca. 1620_22,1620,1622,Red chalk on cream laid paper,25 x 20.6 cm. (9 13/16 x 8 1/8 in.),"Museum purchase, Laura P. Hall Memorial Fund and Fowler McCormick, Class of 1921, Fund",2002-97.jpg,298,40958,,,,
295,40988,2002-128,2002  128,Asian,"Chinese; Neolithic period, ca. 8000_2000 B.C.",Chinese; Neolithic period 1,Gui vessel,ca. 2800_2400 B.C.,-2805,-2795,Earthenware with red and white pigments,"h. 20.8 cm., w. 11.9 cm., d. 12.3 cm. (8 3/16 x 4 11/16 x 4 13/16 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",2002-128.jpg,299,40988,Place made,Asia,,China
296,40995,2002-136 a-b,2002  136 a    b,Asian,"Chinese; Northern Song dynasty, 960_1127",Chinese; Northern Song,Flower-shaped winecup and stand,,960,1127,Silver with repouss_ and chased decoration,"cup (a): h. 4.4 cm., diam. 8.6 cm. (1 3/4 x 3 3/8 in.)
stand (b): h. 3.1 cm., diam. 15.0 cm. (1 1/4 x 5 7/8 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",2002-136A-B.jpg,300,40995,Place made,Asia,,China
297,41410,2002-297,2002  297,Asian,"Japanese; Middle Jomon period to Late Jomon period, ca. 2500_ca. 1000 B.C., ca. 3500_2500 B.C.",Japanese; Middle Jomon,Jar,35th_11th century B.C.,-3500,-1000,Earthenware,"h. 26.0 cm., diam. 22.6 cm. (10 1/4 x 8 7/8 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",2002-297.jpg,301,41410,Place made,Asia,,Japan
298,41407,2002-302,2002  302,ABI,"Mesopotamian; Sumerian, Early Dynastic III",Mesopotamian; Sumerian,Upper half of a female votive statuette,ca. 2600-2350,-2600,-2350,Alabaster,"h. 12.3 cm., w. 18.5 cm., d. 6.5 cm. (4 13/16 x 7 5/16 x 2 9/16 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",2002-302.jpg,302,41407,,,,
299,41415,2002-348,2002  348,EPS,"Christoffer Wilhelm Eckersberg, Danish, 1783_1853","Eckersberg, Christoffer Wilhelm",Ulysses Fleeing the Cave of Polyphemus,1812,1812,1812,Oil on canvas,"80 x 63.5 cm. (31 1/2 x 25 in.)
frame: 96.5 _ 79.1 _ 6.3 cm (38 _ 31 1/8 _ 2 1/2 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",2002-348.jpg,303,41415,,,,
300,40297,2002-370,2002  370,AAA,Late Classic; Maya,Classic; Maya,Stone drinking cup,A.D. 763_820,763,820,Travertine,"h. 16.3 cm., diam. 15.4 cm. (6 7/16 x 6 1/16 in.)",Anonymous gift in honor of the Class of 2004,2002-370_2.jpg,304,40297,Place made,North America,Mesoamerica,Honduras
301,41430,2002-379,2002  379,ABI,Persian; Achaemenid,Persian; Achaemenid,Openwork appliqu_ in the form of a roaring lion's head,late 5th _ 4th century B.C.,-429,-300,Gold,"h. 5.7 cm., w. 4.9 cm., wt. 8.7g (2 1/4 x 1 15/16 in., 8.7g)","Museum purchase, Carl Otto von Kienbusch Jr., Memorial Collection Fund",2002-379.jpg,305,41430,Place made,,,Iran
302,41431,2002-380,2002  380,ABI,Persian; Achaemenid,Persian; Achaemenid,Openwork appliqu_ in the form of roaring lion's head,late 5th _ 4th century B.C.,-429,-370,Gold,"h. 5.7 cm., w. 4.9 cm., wt. 8.7g (2 1/4 x 1 15/16 in., 8.7g)","Museum purchase, Carl Otto von Kienbusch Jr., Memorial Collection Fund",2002-380.jpg,306,41431,Place made,,,Iran
303,41435,2002-381,2002  381,ABI,Persian; Achaemenid,Persian; Achaemenid,Openwork bracteate with heraldic lions sharing a head in high relief,late 5th _ early 4th century B.C.,-429,-370,Gold,"diam. 5.3 cm., wt. 12.4g (2 1/16 in., 12.4g)","Museum purchase, Carl Otto von Kienbusch Jr., Memorial Collection Fund",2002-381.jpg,307,41435,Place made,,,Iran
304,41436,2002-382,2002  382,EPS,"Auguste Pr_ault, French, 1809_1879","Pr_ault, Auguste",Model for the Schoelcher Tomb,ca. 1832,1827,1837,Terracotta,"29.2 _ 18.8 _ 5.5 cm (11 1/2 _ 7 3/8 _ 2 3/16 in.)
frame: 43 x 34.2 cm. (16 15/16 x 13 7/16 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",2002-382.jpg,308,41436,,,,
305,41479,2002-393,2002  393,Asian,"Nepalese; Malla dynasty, 10th_18th century",Nepalese; Malla dynasty,Uma Mahesvara,11th century,1000,1099,Black schist,"h. 24.5 cm., w. 20.0 cm., d. 7.0 cm. (9 5/8 x 7 7/8 x 2 3/4 in.)","Gift of Robert L. Poster, Class of 1962, and Amy Poster",2002-393.jpg,309,41479,Place made,Asia,,Nepal
306,41743,2003-24,2003   24,African,Yoruba artist,Yoruba,Stool for E?u Priest or Priestess,late 19th_early 20th century,1875,1925,Wood and organic materials,"h. 56.6 cm., w. 28.2 cm., diam. 25.5 cm. (22 5/16 x 11 1/8 x 10 1/16 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",2003-24.jpg,310,41743,Place made,Africa,West Africa,Nigeria
307,41786,2003-29,2003   29,Asian,"Chinese; mid Warring States period to Western Han dynasty, ca. 470_221 B.C.",Chinese; Warring States period,Sword-bearer lamp,4th_2nd century B.C.,-399,-100,Bronze with cast and engraved designs,"h. 33.8 cm., w. 13.5 cm., diam. dish 13.0 cm. (13 5/16 x 5 5/16 x 5 1/8 in.)
h. to top of head approximately: 28.5 cm. (11 1/4 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",2003-29_LFT.jpg,311,41786,Place made,Asia,,China
308,41769,2003-32,2003   32,P&D,"Jan van Goyen, Dutch, 1596_1656","van Goyen, Jan",Landscape with Coach at an Inn by a Riverbank,1653,1653,1653,Black chalk and brush and gray wash on cream laid paper,17.2 x 27.4 cm. (6 3/4 x 10 13/16 in.),"Museum purchase, Laura P. Hall Memorial Fund",2003-32.jpg,312,41769,,,,
309,41754,2003-72,2003   72,EPS,"Antoine-Louis Barye, French, 1796_1875","Barye, Antoine-Louis",Elk Attacked by a Lynx,ca. 1841,1836,1846,Bronze,23 _ 34 _ 13.5 cm (9 1/16 _ 13 3/8 _ 5 5/16 in.),"Museum purchase, Fowler McCormick, Class of 1921, Fund",2003-72_1.jpg,313,41754,,,,
310,41978,2003-93,2003   93,ABI,Roman; Severan,Roman; Severan,Necklace with imitation coin pendants,early 3rd century A.D.,200,229,Gold,"l. 63.5 cm. (25 in.)
each pendant: diam. 2.9 cm. (1 1/8 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",2003-93_FRN.jpg,314,41978,,,,
311,41971,2003-94,2003   94,Asian,"Japanese; Edo period, 1600_1868; Hon'ami Koetsu, 1558 - 1637",Japanese; Edo period; Hon'ami Koetsu,Selections from the New Collection of Japanese Poems from Ancient and Modern Times (Shinkokin wakash?) with Printed Designs of Plants and Animals,before 1615,1578,1614,Handscroll; ink and mica on colored paper,24.1 x 414.5 cm. (9 1/2 x 163 3/16 in.),"Museum purchase, Fowler McCormick, Class of 1921, Fund; Executive Committee of The Embodied Image: Chinese Calligraphy from the John B. Elliott Collection in Japan; and the P.Y. and Kinmay W. Tang Center for East Asian Art",2003-94.jpg,315,41971,Place made,,,Japan
312,41991,2003-148,2003  148,AAA,Late Classic; Maya,Classic; Maya,Defiant bound captive,A.D. 600_800,600,800,Ceramic,"h. 19.5 cm., w. 8.0 cm., d. 7.6 cm. (7 11/16 x 3 1/8 x 3 in.)",Gift of Gillett G. Griffin,2003-148_FRN.jpg,316,41991,Place excavated,North America,Mesoamerica,Mexico
313,42114,2003-246,2003  246,P&D,"Hubert Robert, French, 1733_1808","Robert, Hubert",A View of the Loggia at Villa Madama with Artist Sketching,1760,1760,1760,Red chalk on cream laid paper,"sheet: 49.3 x 36.5 cm. (19 7/16 x 14 3/8 in.)
mount: 59 x 45.7 cm. (23 1/4 x 18 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund and Laura Hall Memorial Fund in honor of David Coffin, Class of 1940 and Graduate School Class of 1954",2003-246.jpg,317,42114,,,,
314,42295,2004-19,2004   19,AAA,Middle Formative; Olmec style,Formative; Olmec,Dragon with flame eyebrows and incised motifs,900_600 B.C.,-900,-600,Green jade,"h. 11.0 cm., w. 5.0 cm., d. 2.7 cm. (4 5/16 x 1 15/16 x 1 1/16 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",2004-19_light.jpg,318,42295,Place made,North America,Mesoamerica,Mexico
315,42249,2004-37,2004   37,American,"Gilbert Stuart, American, 1755_1828",Stuart Gilbert,William Bayard,1794,1794,1794,Oil on canvas,"90 x 69 cm. (35 7/16 x 27 3/16 in.)
frame: 112 _ 93 _ 8.2 cm (44 1/8 _ 36 5/8 _ 3 1/4 in.)","Gift of Mary, Viscountess Eccles",2004-37.jpg,319,42249,,,,
316,42370,2004-38,2004   38,ABI,Roman; Antonine,Roman; Antonine,Colossal bust of a goddess or personification,ca. 160_190 A.D.,160,190,White marble with grey veining,"h. 86.2 cm., w. 40.6 cm., d. 26.8 cm. (33 15/16 x 16 x 10 9/16 in.) (preserved)","Museum purchase, Fowler McCormick, Class of 1921, Fund, in acknowledgment of the dedicated service, to the Advisory Council of the Princeton University Art Museum, of Kathleen Compton Sherrerd, Barry Munitz, Graduate School Class of 1968, Duane E. Wilder, Class of 1951, and Stuart P. Feld, Class of 1957",2004-38_1A.jpg,320,42370,Geographic Attribution,,,Turkey
317,42377,2004-40,2004   40,Photo,"Charles Marville, French, 1816_1879","Marville, Charles","Decorative sculptures by the firm of Monduit et B_chet, Paris",1862,1862,1862,Albumen print,"36.2 x 26.2 cm. (14 1/4 x 10 5/16 in.)
mount: 60.3 x 43.8 cm. (23 3/4 x 17 1/4 in.)","Museum purchase, gift of Florence J. Gould Foundation",2004-40.jpg,321,42377,,,,
318,42386,2004-46,2004   46,AAA,Late Classic; Classic Veracruz,Classic; Classic Veracruz,Wheeled feline,A.D. 600_900,600,900,Ceramic with buff-colored slip,"h. 15.6 cm., w. 9.5 cm., l. 18.0 cm. (6 1/8 x 3 3/4 x 7 1/16 in.)",Gift of Gillett G. Griffin,2004-46_1.jpg,322,42386,Place made,North America,Mesoamerica,Mexico
319,19025,2004-119,2004  119,ABI,Cretan; Late Minoan III A2,Cretan; Minoan,Ledge-rimmed cup,ca. 1350 B.C.,-1355,-1345,Ceramic,"h. 7.8 cm., w. 16.2 cm., diam. 15.0 cm. (3 1/8 x 6 3/8 x 5 7/8 in.)",Gift of William R. Suddaby in honor of Michael Padgett,2004-119.jpg,323,19025,,,,
320,21982,2004-282,2004  282,Photo,"Eug?ne Atget, French, 1857_1927","Atget, Eug?ne","Voitures, March_ des patriarches, rue Moffetard",1910,1910,1910,Matt albumen print,"17 x 22.3 cm. (6 11/16 x 8 3/4 in.)
mount: 37 x 29.6 cm. (14 9/16 x 11 5/8 in.)","Museum purchase, gift of the Friends of the Princeton University Art Museum in honor of Peter C. Bunnell",2004-282.jpg,324,21982,,,,
321,43322,2004-368 a-b,2004  368 a    b,Asian,"Japanese; Meiji period, 1868_1912; Namikawa Yasuyuki, 1845_1927",Japanese; Meiji period; Namikawa Yasuyuki,Jar with bud-form finial and bird and flower design,ca. 1900,1895,1905,Cloisonn_ enamel with silver wire and gilt brass fittings,"h. 9.2 cm., diam. 7.2 cm. (3 5/8 x 2 13/16 in.)",Gift of Alice and Bernard Gerb in memory of Pauline Lester,2004-368A-B_1.jpg,325,43322,Place made,Asia,,Japan
322,43333,2004-374,2004  374,Asian,"Japanese; Meiji period, 1868_1912; Taisho period, 1912_1926; Goto Seizaburo",Japanese; Meiji period; Taisho period; Goto Seizaburo,Slender vase with wisteria design,late 19th_early 20th century,1880,1926,Cloisonn_ enamel with silver and wire fittings,"h. 18.2 cm., diam. 7.0 cm. (7 3/16 x 2 3/4 in.)",Gift of Alice and Bernard Gerb in memory of Pauline Lester,2004-374.jpg,326,43333,Place made,Asia,,Japan
323,42352,2004-392,2004  392,American,"Albert Pinkham Ryder, American, 1847_1917","Ryder, Albert Pinkham",The Story of the Cross,ca. 1890,1885,1905,"Oil on canvas mounted on panel
","36 x 29 cm. (14 3/16 x 11 7/16 in.)
frame: 52.2 _ 45.7 _ 6.4 cm (20 9/16 _ 18 _ 2 1/2 in.)","Gift of Alastair B. Martin, Class of 1938",2004-392.jpg,327,42352,,,,
324,43405,2004-468,2004  468,AAA,Early Formative; Olmec style,Formative; Olmec,Tecomate,1200_900 B.C.,-1200,-900,Ceramic with fire-clouding and highly burnished cream slip,"h. 10.0 cm., diam. 12.5 cm. (3 15/16 x 4 15/16 in.)",Gift in honor of Gillett G. Griffin from Charles Isaacs and Carol Nigro,INV012636.jpg,328,43405,Place made,North America,Mesoamerica,Mexico
325,43412,2004-505,2004  505,ABI,Cypriote; Cypro-Archaic I,Cypriote; Cypro-Archaic,"Bird jug in ""Free Field"" style, Bichrome IV ware",,-750,-600,Ceramic,"h. 21.0 cm., diam. 16.6 cm. (8 1/4 x 6 9/16 in.)
foot: diam. 6.5 cm. (2 9/16 in.)","Museum purchase, Classical Purchase Fund and gift of William Conte",2004-505.jpg,329,43412,,,,
326,44125,2005-6,2005    6,Asian,"Korean; Three Kingdoms (Silla) period, 57 B.C._A.D. 668",Korean; Silla,Cut-stem bowl,,400,599,Stoneware,"h. 16 cm., diam. 16.3 cm. (6 5/16 x 6 7/16 in.)","Gift of Winifred Hall, in memory of Arthur McTaggart",2005-6.jpg,330,44125,Place made,Asia,,Korea
327,45004,2005-34,2005   34,EPS,"Il Baciccio (Giovanni Battista Gaulli), Italian, 1639_1709","Gaulli, Giovanni Battista",The Triumph of the Name of Jesus,1676_79,1676,1679,"Oil on paper, laid down on canvas","163 x 111 cm. (64 3/16 x 43 11/16 in.)
frame: 175.9 x 123.5 x 6 cm. (69 1/4 x 48 5/8 x 2 3/8 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund and Laura P. Hall Memorial Fund",L2005-34.jpg,331,45004,,,,
